Record Length,Analog:10000
Sample Interval,2.000000E-07
Vertical Units,V,
Vertical Scale,+1.000000E+00
Vertical Offset,-3.000000E+00
Horizontal Units,s
Horizontal Scale,+2.000000E-04
Model,SDS2104X Plus
Serial Number,SDS2PEEX7R1357
Software Version,5.4.0.1.6.2R5
Source,CH1
Second,Value
+8.8440000000E-04,+4.966667E+00
+8.8460000000E-04,+4.966667E+00
+8.8480000000E-04,+4.966667E+00
+8.8500000000E-04,+4.966667E+00
+8.8520000000E-04,+4.975000E+00
+8.8540000000E-04,+4.966667E+00
+8.8560000000E-04,+4.966667E+00
+8.8580000000E-04,+4.966667E+00
+8.8600000000E-04,+4.966667E+00
+8.8620000000E-04,+4.966667E+00
+8.8640000000E-04,+4.966667E+00
+8.8660000000E-04,+4.966667E+00
+8.8680000000E-04,+4.966667E+00
+8.8700000000E-04,+4.966667E+00
+8.8720000000E-04,+4.966667E+00
+8.8740000000E-04,+5.000000E+00
+8.8760000000E-04,+4.975000E+00
+8.8780000000E-04,+4.966667E+00
+8.8800000000E-04,+4.966667E+00
+8.8820000000E-04,+4.966667E+00
+8.8840000000E-04,+4.966667E+00
+8.8860000000E-04,+4.975000E+00
+8.8880000000E-04,+4.966667E+00
+8.8900000000E-04,+4.966667E+00
+8.8920000000E-04,+4.966667E+00
+8.8940000000E-04,+4.966667E+00
+8.8960000000E-04,+4.983334E+00
+8.8980000000E-04,+4.966667E+00
+8.9000000000E-04,+4.991667E+00
+8.9020000000E-04,+4.975000E+00
+8.9040000000E-04,+4.966667E+00
+8.9060000000E-04,+4.975000E+00
+8.9080000000E-04,+4.966667E+00
+8.9100000000E-04,+4.966667E+00
+8.9120000000E-04,+4.958333E+00
+8.9140000000E-04,+4.966667E+00
+8.9160000000E-04,+4.966667E+00
+8.9180000000E-04,+4.966667E+00
+8.9200000000E-04,+4.966667E+00
+8.9220000000E-04,+4.966667E+00
+8.9240000000E-04,+4.966667E+00
+8.9260000000E-04,+4.983334E+00
+8.9280000000E-04,+4.966667E+00
+8.9300000000E-04,+4.966667E+00
+8.9320000000E-04,+4.975000E+00
+8.9340000000E-04,+4.975000E+00
+8.9360000000E-04,+4.966667E+00
+8.9380000000E-04,+4.966667E+00
+8.9400000000E-04,+4.966667E+00
+8.9420000000E-04,+4.966667E+00
+8.9440000000E-04,+4.966667E+00
+8.9460000000E-04,+4.966667E+00
+8.9480000000E-04,+4.966667E+00
+8.9500000000E-04,+4.966667E+00
+8.9520000000E-04,+4.966667E+00
+8.9540000000E-04,+4.975000E+00
+8.9560000000E-04,+4.975000E+00
+8.9580000000E-04,+4.966667E+00
+8.9600000000E-04,+4.966667E+00
+8.9620000000E-04,+4.983334E+00
+8.9640000000E-04,+4.966667E+00
+8.9660000000E-04,+4.975000E+00
+8.9680000000E-04,+4.975000E+00
+8.9700000000E-04,+4.966667E+00
+8.9720000000E-04,+4.966667E+00
+8.9740000000E-04,+4.966667E+00
+8.9760000000E-04,+4.983334E+00
+8.9780000000E-04,+4.966667E+00
+8.9800000000E-04,+4.983334E+00
+8.9820000000E-04,+4.966667E+00
+8.9840000000E-04,+4.966667E+00
+8.9860000000E-04,+4.966667E+00
+8.9880000000E-04,+4.966667E+00
+8.9900000000E-04,+4.966667E+00
+8.9920000000E-04,+4.975000E+00
+8.9940000000E-04,+4.966667E+00
+8.9960000000E-04,+4.966667E+00
+8.9980000000E-04,+4.975000E+00
+9.0000000000E-04,+4.975000E+00
+9.0020000000E-04,+4.966667E+00
+9.0040000000E-04,+4.975000E+00
+9.0060000000E-04,+4.966667E+00
+9.0080000000E-04,+4.966667E+00
+9.0100000000E-04,+4.966667E+00
+9.0120000000E-04,+4.991667E+00
+9.0140000000E-04,+4.983334E+00
+9.0160000000E-04,+4.966667E+00
+9.0180000000E-04,+4.966667E+00
+9.0200000000E-04,+4.966667E+00
+9.0220000000E-04,+4.966667E+00
+9.0240000000E-04,+4.966667E+00
+9.0260000000E-04,+4.966667E+00
+9.0280000000E-04,+4.966667E+00
+9.0300000000E-04,+4.966667E+00
+9.0320000000E-04,+4.966667E+00
+9.0340000000E-04,+4.966667E+00
+9.0360000000E-04,+4.966667E+00
+9.0380000000E-04,+4.966667E+00
+9.0400000000E-04,+4.966667E+00
+9.0420000000E-04,+4.966667E+00
+9.0440000000E-04,+4.966667E+00
+9.0460000000E-04,+4.975000E+00
+9.0480000000E-04,+4.966667E+00
+9.0500000000E-04,+4.991667E+00
+9.0520000000E-04,+4.975000E+00
+9.0540000000E-04,+4.966667E+00
+9.0560000000E-04,+4.966667E+00
+9.0580000000E-04,+4.975000E+00
+9.0600000000E-04,+4.983334E+00
+9.0620000000E-04,+4.966667E+00
+9.0640000000E-04,+4.966667E+00
+9.0660000000E-04,+4.966667E+00
+9.0680000000E-04,+4.966667E+00
+9.0700000000E-04,+4.966667E+00
+9.0720000000E-04,+4.966667E+00
+9.0740000000E-04,+4.966667E+00
+9.0760000000E-04,+4.966667E+00
+9.0780000000E-04,+4.966667E+00
+9.0800000000E-04,+4.966667E+00
+9.0820000000E-04,+4.966667E+00
+9.0840000000E-04,+4.983334E+00
+9.0860000000E-04,+4.966667E+00
+9.0880000000E-04,+4.983334E+00
+9.0900000000E-04,+4.966667E+00
+9.0920000000E-04,+4.966667E+00
+9.0940000000E-04,+4.966667E+00
+9.0960000000E-04,+4.966667E+00
+9.0980000000E-04,+4.966667E+00
+9.1000000000E-04,+4.966667E+00
+9.1020000000E-04,+4.966667E+00
+9.1040000000E-04,+4.966667E+00
+9.1060000000E-04,+4.966667E+00
+9.1080000000E-04,+4.966667E+00
+9.1100000000E-04,+4.966667E+00
+9.1120000000E-04,+4.966667E+00
+9.1140000000E-04,+4.966667E+00
+9.1160000000E-04,+4.966667E+00
+9.1180000000E-04,+4.966667E+00
+9.1200000000E-04,+4.975000E+00
+9.1220000000E-04,+4.966667E+00
+9.1240000000E-04,+4.966667E+00
+9.1260000000E-04,+4.966667E+00
+9.1280000000E-04,+4.966667E+00
+9.1300000000E-04,+4.975000E+00
+9.1320000000E-04,+4.975000E+00
+9.1340000000E-04,+4.966667E+00
+9.1360000000E-04,+4.966667E+00
+9.1380000000E-04,+4.966667E+00
+9.1400000000E-04,+4.966667E+00
+9.1420000000E-04,+4.966667E+00
+9.1440000000E-04,+4.966667E+00
+9.1460000000E-04,+4.966667E+00
+9.1480000000E-04,+4.966667E+00
+9.1500000000E-04,+4.966667E+00
+9.1520000000E-04,+4.966667E+00
+9.1540000000E-04,+4.983334E+00
+9.1560000000E-04,+4.966667E+00
+9.1580000000E-04,+4.975000E+00
+9.1600000000E-04,+4.966667E+00
+9.1620000000E-04,+4.991667E+00
+9.1640000000E-04,+4.975000E+00
+9.1660000000E-04,+4.966667E+00
+9.1680000000E-04,+4.966667E+00
+9.1700000000E-04,+4.966667E+00
+9.1720000000E-04,+4.975000E+00
+9.1740000000E-04,+4.966667E+00
+9.1760000000E-04,+4.966667E+00
+9.1780000000E-04,+4.966667E+00
+9.1800000000E-04,+4.975000E+00
+9.1820000000E-04,+4.966667E+00
+9.1840000000E-04,+4.975000E+00
+9.1860000000E-04,+4.966667E+00
+9.1880000000E-04,+4.966667E+00
+9.1900000000E-04,+4.983334E+00
+9.1920000000E-04,+4.966667E+00
+9.1940000000E-04,+4.966667E+00
+9.1960000000E-04,+4.966667E+00
+9.1980000000E-04,+4.966667E+00
+9.2000000000E-04,+4.966667E+00
+9.2020000000E-04,+4.966667E+00
+9.2040000000E-04,+4.966667E+00
+9.2060000000E-04,+4.966667E+00
+9.2080000000E-04,+4.983334E+00
+9.2100000000E-04,+4.966667E+00
+9.2120000000E-04,+4.966667E+00
+9.2140000000E-04,+4.966667E+00
+9.2160000000E-04,+4.966667E+00
+9.2180000000E-04,+4.966667E+00
+9.2200000000E-04,+4.966667E+00
+9.2220000000E-04,+4.975000E+00
+9.2240000000E-04,+4.966667E+00
+9.2260000000E-04,+4.966667E+00
+9.2280000000E-04,+4.966667E+00
+9.2300000000E-04,+4.966667E+00
+9.2320000000E-04,+4.975000E+00
+9.2340000000E-04,+4.966667E+00
+9.2360000000E-04,+4.966667E+00
+9.2380000000E-04,+4.966667E+00
+9.2400000000E-04,+4.966667E+00
+9.2420000000E-04,+4.975000E+00
+9.2440000000E-04,+4.966667E+00
+9.2460000000E-04,+4.966667E+00
+9.2480000000E-04,+4.958333E+00
+9.2500000000E-04,+4.975000E+00
+9.2520000000E-04,+4.966667E+00
+9.2540000000E-04,+4.966667E+00
+9.2560000000E-04,+4.966667E+00
+9.2580000000E-04,+4.966667E+00
+9.2600000000E-04,+4.966667E+00
+9.2620000000E-04,+4.966667E+00
+9.2640000000E-04,+4.966667E+00
+9.2660000000E-04,+4.966667E+00
+9.2680000000E-04,+4.966667E+00
+9.2700000000E-04,+4.966667E+00
+9.2720000000E-04,+4.966667E+00
+9.2740000000E-04,+4.966667E+00
+9.2760000000E-04,+4.966667E+00
+9.2780000000E-04,+4.975000E+00
+9.2800000000E-04,+4.966667E+00
+9.2820000000E-04,+4.975000E+00
+9.2840000000E-04,+4.983334E+00
+9.2860000000E-04,+4.966667E+00
+9.2880000000E-04,+4.966667E+00
+9.2900000000E-04,+4.966667E+00
+9.2920000000E-04,+4.966667E+00
+9.2940000000E-04,+4.966667E+00
+9.2960000000E-04,+4.975000E+00
+9.2980000000E-04,+4.975000E+00
+9.3000000000E-04,+4.966667E+00
+9.3020000000E-04,+4.966667E+00
+9.3040000000E-04,+4.966667E+00
+9.3060000000E-04,+4.975000E+00
+9.3080000000E-04,+4.966667E+00
+9.3100000000E-04,+4.966667E+00
+9.3120000000E-04,+4.966667E+00
+9.3140000000E-04,+4.975000E+00
+9.3160000000E-04,+4.975000E+00
+9.3180000000E-04,+4.975000E+00
+9.3200000000E-04,+4.966667E+00
+9.3220000000E-04,+4.975000E+00
+9.3240000000E-04,+4.975000E+00
+9.3260000000E-04,+4.966667E+00
+9.3280000000E-04,+4.958333E+00
+9.3300000000E-04,+4.966667E+00
+9.3320000000E-04,+4.966667E+00
+9.3340000000E-04,+4.966667E+00
+9.3360000000E-04,+4.966667E+00
+9.3380000000E-04,+4.966667E+00
+9.3400000000E-04,+4.966667E+00
+9.3420000000E-04,+4.966667E+00
+9.3440000000E-04,+4.975000E+00
+9.3460000000E-04,+4.975000E+00
+9.3480000000E-04,+4.966667E+00
+9.3500000000E-04,+4.966667E+00
+9.3520000000E-04,+4.966667E+00
+9.3540000000E-04,+4.966667E+00
+9.3560000000E-04,+4.966667E+00
+9.3580000000E-04,+4.975000E+00
+9.3600000000E-04,+4.966667E+00
+9.3620000000E-04,+4.966667E+00
+9.3640000000E-04,+4.966667E+00
+9.3660000000E-04,+4.966667E+00
+9.3680000000E-04,+4.966667E+00
+9.3700000000E-04,+4.966667E+00
+9.3720000000E-04,+4.966667E+00
+9.3740000000E-04,+4.966667E+00
+9.3760000000E-04,+4.966667E+00
+9.3780000000E-04,+4.966667E+00
+9.3800000000E-04,+4.966667E+00
+9.3820000000E-04,+4.966667E+00
+9.3840000000E-04,+4.966667E+00
+9.3860000000E-04,+4.966667E+00
+9.3880000000E-04,+4.966667E+00
+9.3900000000E-04,+4.966667E+00
+9.3920000000E-04,+4.966667E+00
+9.3940000000E-04,+4.966667E+00
+9.3960000000E-04,+4.966667E+00
+9.3980000000E-04,+4.966667E+00
+9.4000000000E-04,+4.966667E+00
+9.4020000000E-04,+4.983334E+00
+9.4040000000E-04,+4.966667E+00
+9.4060000000E-04,+4.966667E+00
+9.4080000000E-04,+4.966667E+00
+9.4100000000E-04,+4.966667E+00
+9.4120000000E-04,+4.966667E+00
+9.4140000000E-04,+4.966667E+00
+9.4160000000E-04,+4.966667E+00
+9.4180000000E-04,+4.983334E+00
+9.4200000000E-04,+4.966667E+00
+9.4220000000E-04,+4.975000E+00
+9.4240000000E-04,+4.966667E+00
+9.4260000000E-04,+4.966667E+00
+9.4280000000E-04,+4.966667E+00
+9.4300000000E-04,+4.966667E+00
+9.4320000000E-04,+4.966667E+00
+9.4340000000E-04,+4.966667E+00
+9.4360000000E-04,+4.966667E+00
+9.4380000000E-04,+4.966667E+00
+9.4400000000E-04,+4.966667E+00
+9.4420000000E-04,+4.975000E+00
+9.4440000000E-04,+4.966667E+00
+9.4460000000E-04,+4.966667E+00
+9.4480000000E-04,+4.966667E+00
+9.4500000000E-04,+4.966667E+00
+9.4520000000E-04,+4.966667E+00
+9.4540000000E-04,+4.966667E+00
+9.4560000000E-04,+4.966667E+00
+9.4580000000E-04,+4.966667E+00
+9.4600000000E-04,+4.966667E+00
+9.4620000000E-04,+4.966667E+00
+9.4640000000E-04,+4.966667E+00
+9.4660000000E-04,+4.966667E+00
+9.4680000000E-04,+4.975000E+00
+9.4700000000E-04,+4.966667E+00
+9.4720000000E-04,+4.966667E+00
+9.4740000000E-04,+4.966667E+00
+9.4760000000E-04,+4.966667E+00
+9.4780000000E-04,+4.966667E+00
+9.4800000000E-04,+4.958333E+00
+9.4820000000E-04,+4.966667E+00
+9.4840000000E-04,+4.966667E+00
+9.4860000000E-04,+4.966667E+00
+9.4880000000E-04,+4.966667E+00
+9.4900000000E-04,+4.966667E+00
+9.4920000000E-04,+4.966667E+00
+9.4940000000E-04,+4.975000E+00
+9.4960000000E-04,+4.966667E+00
+9.4980000000E-04,+4.966667E+00
+9.5000000000E-04,+4.966667E+00
+9.5020000000E-04,+4.975000E+00
+9.5040000000E-04,+4.966667E+00
+9.5060000000E-04,+4.975000E+00
+9.5080000000E-04,+4.966667E+00
+9.5100000000E-04,+4.966667E+00
+9.5120000000E-04,+4.966667E+00
+9.5140000000E-04,+4.966667E+00
+9.5160000000E-04,+4.966667E+00
+9.5180000000E-04,+4.966667E+00
+9.5200000000E-04,+4.966667E+00
+9.5220000000E-04,+4.966667E+00
+9.5240000000E-04,+4.966667E+00
+9.5260000000E-04,+4.966667E+00
+9.5280000000E-04,+4.966667E+00
+9.5300000000E-04,+4.975000E+00
+9.5320000000E-04,+4.966667E+00
+9.5340000000E-04,+4.966667E+00
+9.5360000000E-04,+4.975000E+00
+9.5380000000E-04,+4.966667E+00
+9.5400000000E-04,+4.966667E+00
+9.5420000000E-04,+4.966667E+00
+9.5440000000E-04,+4.966667E+00
+9.5460000000E-04,+4.966667E+00
+9.5480000000E-04,+4.966667E+00
+9.5500000000E-04,+4.966667E+00
+9.5520000000E-04,+4.975000E+00
+9.5540000000E-04,+4.966667E+00
+9.5560000000E-04,+4.966667E+00
+9.5580000000E-04,+4.966667E+00
+9.5600000000E-04,+4.966667E+00
+9.5620000000E-04,+4.966667E+00
+9.5640000000E-04,+4.966667E+00
+9.5660000000E-04,+4.966667E+00
+9.5680000000E-04,+4.966667E+00
+9.5700000000E-04,+4.966667E+00
+9.5720000000E-04,+4.966667E+00
+9.5740000000E-04,+4.966667E+00
+9.5760000000E-04,+4.966667E+00
+9.5780000000E-04,+4.966667E+00
+9.5800000000E-04,+4.966667E+00
+9.5820000000E-04,+4.966667E+00
+9.5840000000E-04,+4.966667E+00
+9.5860000000E-04,+4.966667E+00
+9.5880000000E-04,+4.966667E+00
+9.5900000000E-04,+4.966667E+00
+9.5920000000E-04,+4.975000E+00
+9.5940000000E-04,+4.966667E+00
+9.5960000000E-04,+4.966667E+00
+9.5980000000E-04,+4.966667E+00
+9.6000000000E-04,+4.966667E+00
+9.6020000000E-04,+4.975000E+00
+9.6040000000E-04,+4.966667E+00
+9.6060000000E-04,+4.975000E+00
+9.6080000000E-04,+4.966667E+00
+9.6100000000E-04,+4.966667E+00
+9.6120000000E-04,+4.975000E+00
+9.6140000000E-04,+4.966667E+00
+9.6160000000E-04,+4.966667E+00
+9.6180000000E-04,+4.966667E+00
+9.6200000000E-04,+4.966667E+00
+9.6220000000E-04,+4.966667E+00
+9.6240000000E-04,+4.975000E+00
+9.6260000000E-04,+4.966667E+00
+9.6280000000E-04,+4.966667E+00
+9.6300000000E-04,+4.966667E+00
+9.6320000000E-04,+4.966667E+00
+9.6340000000E-04,+4.966667E+00
+9.6360000000E-04,+4.966667E+00
+9.6380000000E-04,+4.991667E+00
+9.6400000000E-04,+4.975000E+00
+9.6420000000E-04,+4.966667E+00
+9.6440000000E-04,+4.966667E+00
+9.6460000000E-04,+4.966667E+00
+9.6480000000E-04,+4.966667E+00
+9.6500000000E-04,+4.966667E+00
+9.6520000000E-04,+4.966667E+00
+9.6540000000E-04,+4.966667E+00
+9.6560000000E-04,+4.966667E+00
+9.6580000000E-04,+4.966667E+00
+9.6600000000E-04,+4.966667E+00
+9.6620000000E-04,+4.966667E+00
+9.6640000000E-04,+4.966667E+00
+9.6660000000E-04,+4.966667E+00
+9.6680000000E-04,+4.966667E+00
+9.6700000000E-04,+4.975000E+00
+9.6720000000E-04,+4.966667E+00
+9.6740000000E-04,+4.966667E+00
+9.6760000000E-04,+4.966667E+00
+9.6780000000E-04,+4.966667E+00
+9.6800000000E-04,+4.966667E+00
+9.6820000000E-04,+4.966667E+00
+9.6840000000E-04,+4.966667E+00
+9.6860000000E-04,+4.966667E+00
+9.6880000000E-04,+4.975000E+00
+9.6900000000E-04,+4.966667E+00
+9.6920000000E-04,+4.966667E+00
+9.6940000000E-04,+4.966667E+00
+9.6960000000E-04,+4.966667E+00
+9.6980000000E-04,+4.966667E+00
+9.7000000000E-04,+4.966667E+00
+9.7020000000E-04,+4.966667E+00
+9.7040000000E-04,+4.966667E+00
+9.7060000000E-04,+4.966667E+00
+9.7080000000E-04,+4.983334E+00
+9.7100000000E-04,+4.966667E+00
+9.7120000000E-04,+4.975000E+00
+9.7140000000E-04,+4.966667E+00
+9.7160000000E-04,+4.966667E+00
+9.7180000000E-04,+4.966667E+00
+9.7200000000E-04,+4.966667E+00
+9.7220000000E-04,+4.966667E+00
+9.7240000000E-04,+4.975000E+00
+9.7260000000E-04,+4.975000E+00
+9.7280000000E-04,+4.966667E+00
+9.7300000000E-04,+4.966667E+00
+9.7320000000E-04,+4.966667E+00
+9.7340000000E-04,+4.983334E+00
+9.7360000000E-04,+4.966667E+00
+9.7380000000E-04,+4.975000E+00
+9.7400000000E-04,+4.966667E+00
+9.7420000000E-04,+4.975000E+00
+9.7440000000E-04,+4.966667E+00
+9.7460000000E-04,+4.966667E+00
+9.7480000000E-04,+4.975000E+00
+9.7500000000E-04,+4.983334E+00
+9.7520000000E-04,+4.966667E+00
+9.7540000000E-04,+4.983334E+00
+9.7560000000E-04,+4.966667E+00
+9.7580000000E-04,+4.975000E+00
+9.7600000000E-04,+4.966667E+00
+9.7620000000E-04,+4.966667E+00
+9.7640000000E-04,+4.966667E+00
+9.7660000000E-04,+4.966667E+00
+9.7680000000E-04,+4.958333E+00
+9.7700000000E-04,+4.983334E+00
+9.7720000000E-04,+4.966667E+00
+9.7740000000E-04,+4.975000E+00
+9.7760000000E-04,+4.966667E+00
+9.7780000000E-04,+4.966667E+00
+9.7800000000E-04,+4.966667E+00
+9.7820000000E-04,+4.966667E+00
+9.7840000000E-04,+4.966667E+00
+9.7860000000E-04,+4.966667E+00
+9.7880000000E-04,+4.966667E+00
+9.7900000000E-04,+4.966667E+00
+9.7920000000E-04,+4.966667E+00
+9.7940000000E-04,+4.966667E+00
+9.7960000000E-04,+4.966667E+00
+9.7980000000E-04,+4.966667E+00
+9.8000000000E-04,+4.975000E+00
+9.8020000000E-04,+4.966667E+00
+9.8040000000E-04,+4.966667E+00
+9.8060000000E-04,+4.975000E+00
+9.8080000000E-04,+4.975000E+00
+9.8100000000E-04,+4.966667E+00
+9.8120000000E-04,+4.966667E+00
+9.8140000000E-04,+4.966667E+00
+9.8160000000E-04,+4.966667E+00
+9.8180000000E-04,+4.975000E+00
+9.8200000000E-04,+4.966667E+00
+9.8220000000E-04,+4.966667E+00
+9.8240000000E-04,+4.966667E+00
+9.8260000000E-04,+4.966667E+00
+9.8280000000E-04,+4.966667E+00
+9.8300000000E-04,+4.966667E+00
+9.8320000000E-04,+4.966667E+00
+9.8340000000E-04,+4.966667E+00
+9.8360000000E-04,+4.975000E+00
+9.8380000000E-04,+4.966667E+00
+9.8400000000E-04,+4.966667E+00
+9.8420000000E-04,+4.966667E+00
+9.8440000000E-04,+4.975000E+00
+9.8460000000E-04,+4.966667E+00
+9.8480000000E-04,+4.966667E+00
+9.8500000000E-04,+4.966667E+00
+9.8520000000E-04,+4.966667E+00
+9.8540000000E-04,+4.966667E+00
+9.8560000000E-04,+4.966667E+00
+9.8580000000E-04,+4.975000E+00
+9.8600000000E-04,+4.966667E+00
+9.8620000000E-04,+4.966667E+00
+9.8640000000E-04,+4.966667E+00
+9.8660000000E-04,+4.966667E+00
+9.8680000000E-04,+4.975000E+00
+9.8700000000E-04,+4.966667E+00
+9.8720000000E-04,+4.966667E+00
+9.8740000000E-04,+4.975000E+00
+9.8760000000E-04,+4.966667E+00
+9.8780000000E-04,+4.966667E+00
+9.8800000000E-04,+4.966667E+00
+9.8820000000E-04,+4.966667E+00
+9.8840000000E-04,+4.966667E+00
+9.8860000000E-04,+4.966667E+00
+9.8880000000E-04,+4.966667E+00
+9.8900000000E-04,+4.966667E+00
+9.8920000000E-04,+4.966667E+00
+9.8940000000E-04,+4.983334E+00
+9.8960000000E-04,+4.966667E+00
+9.8980000000E-04,+4.983334E+00
+9.9000000000E-04,+4.966667E+00
+9.9020000000E-04,+4.966667E+00
+9.9040000000E-04,+4.966667E+00
+9.9060000000E-04,+4.966667E+00
+9.9080000000E-04,+4.975000E+00
+9.9100000000E-04,+4.975000E+00
+9.9120000000E-04,+4.966667E+00
+9.9140000000E-04,+4.975000E+00
+9.9160000000E-04,+4.966667E+00
+9.9180000000E-04,+4.966667E+00
+9.9200000000E-04,+4.975000E+00
+9.9220000000E-04,+4.966667E+00
+9.9240000000E-04,+4.966667E+00
+9.9260000000E-04,+4.966667E+00
+9.9280000000E-04,+4.966667E+00
+9.9300000000E-04,+4.966667E+00
+9.9320000000E-04,+4.966667E+00
+9.9340000000E-04,+4.966667E+00
+9.9360000000E-04,+4.966667E+00
+9.9380000000E-04,+4.966667E+00
+9.9400000000E-04,+4.975000E+00
+9.9420000000E-04,+4.983334E+00
+9.9440000000E-04,+4.966667E+00
+9.9460000000E-04,+4.966667E+00
+9.9480000000E-04,+4.966667E+00
+9.9500000000E-04,+4.966667E+00
+9.9520000000E-04,+4.966667E+00
+9.9540000000E-04,+4.975000E+00
+9.9560000000E-04,+4.975000E+00
+9.9580000000E-04,+4.966667E+00
+9.9600000000E-04,+4.966667E+00
+9.9620000000E-04,+4.975000E+00
+9.9640000000E-04,+4.975000E+00
+9.9660000000E-04,+4.966667E+00
+9.9680000000E-04,+4.966667E+00
+9.9700000000E-04,+4.966667E+00
+9.9720000000E-04,+4.983334E+00
+9.9740000000E-04,+4.975000E+00
+9.9760000000E-04,+4.991667E+00
+9.9780000000E-04,+4.966667E+00
+9.9800000000E-04,+4.983334E+00
+9.9820000000E-04,+4.966667E+00
+9.9840000000E-04,+4.975000E+00
+9.9860000000E-04,+4.983334E+00
+9.9880000000E-04,+4.966667E+00
+9.9900000000E-04,+4.966667E+00
+9.9920000000E-04,+4.966667E+00
+9.9940000000E-04,+4.975000E+00
+9.9960000000E-04,+4.966667E+00
+9.9980000000E-04,+4.966667E+00
+1.0000000000E-03,+4.966667E+00
+1.0002000000E-03,+4.966667E+00
+1.0004000000E-03,+4.966667E+00
+1.0006000000E-03,+4.975000E+00
+1.0008000000E-03,+4.975000E+00
+1.0010000000E-03,+4.966667E+00
+1.0012000000E-03,+4.966667E+00
+1.0014000000E-03,+4.983334E+00
+1.0016000000E-03,+4.966667E+00
+1.0018000000E-03,+4.966667E+00
+1.0020000000E-03,+4.966667E+00
+1.0022000000E-03,+4.975000E+00
+1.0024000000E-03,+4.966667E+00
+1.0026000000E-03,+4.983334E+00
+1.0028000000E-03,+4.966667E+00
+1.0030000000E-03,+4.966667E+00
+1.0032000000E-03,+4.966667E+00
+1.0034000000E-03,+4.966667E+00
+1.0036000000E-03,+4.966667E+00
+1.0038000000E-03,+4.966667E+00
+1.0040000000E-03,+4.975000E+00
+1.0042000000E-03,+4.966667E+00
+1.0044000000E-03,+4.966667E+00
+1.0046000000E-03,+4.975000E+00
+1.0048000000E-03,+4.983334E+00
+1.0050000000E-03,+4.966667E+00
+1.0052000000E-03,+4.966667E+00
+1.0054000000E-03,+4.966667E+00
+1.0056000000E-03,+4.966667E+00
+1.0058000000E-03,+4.966667E+00
+1.0060000000E-03,+4.975000E+00
+1.0062000000E-03,+4.966667E+00
+1.0064000000E-03,+4.983334E+00
+1.0066000000E-03,+4.966667E+00
+1.0068000000E-03,+4.983334E+00
+1.0070000000E-03,+4.983334E+00
+1.0072000000E-03,+4.975000E+00
+1.0074000000E-03,+4.966667E+00
+1.0076000000E-03,+4.983334E+00
+1.0078000000E-03,+4.966667E+00
+1.0080000000E-03,+4.966667E+00
+1.0082000000E-03,+4.975000E+00
+1.0084000000E-03,+4.966667E+00
+1.0086000000E-03,+4.975000E+00
+1.0088000000E-03,+4.966667E+00
+1.0090000000E-03,+4.966667E+00
+1.0092000000E-03,+4.975000E+00
+1.0094000000E-03,+4.966667E+00
+1.0096000000E-03,+4.966667E+00
+1.0098000000E-03,+4.975000E+00
+1.0100000000E-03,+4.966667E+00
+1.0102000000E-03,+4.966667E+00
+1.0104000000E-03,+4.966667E+00
+1.0106000000E-03,+4.966667E+00
+1.0108000000E-03,+4.966667E+00
+1.0110000000E-03,+4.966667E+00
+1.0112000000E-03,+4.966667E+00
+1.0114000000E-03,+4.966667E+00
+1.0116000000E-03,+5.000000E+00
+1.0118000000E-03,+4.966667E+00
+1.0120000000E-03,+4.966667E+00
+1.0122000000E-03,+4.975000E+00
+1.0124000000E-03,+4.966667E+00
+1.0126000000E-03,+4.966667E+00
+1.0128000000E-03,+4.966667E+00
+1.0130000000E-03,+4.966667E+00
+1.0132000000E-03,+4.975000E+00
+1.0134000000E-03,+4.966667E+00
+1.0136000000E-03,+4.983334E+00
+1.0138000000E-03,+4.975000E+00
+1.0140000000E-03,+4.983334E+00
+1.0142000000E-03,+4.966667E+00
+1.0144000000E-03,+4.966667E+00
+1.0146000000E-03,+4.966667E+00
+1.0148000000E-03,+4.966667E+00
+1.0150000000E-03,+4.966667E+00
+1.0152000000E-03,+4.966667E+00
+1.0154000000E-03,+4.966667E+00
+1.0156000000E-03,+4.983334E+00
+1.0158000000E-03,+4.966667E+00
+1.0160000000E-03,+4.966667E+00
+1.0162000000E-03,+4.966667E+00
+1.0164000000E-03,+4.966667E+00
+1.0166000000E-03,+4.966667E+00
+1.0168000000E-03,+4.966667E+00
+1.0170000000E-03,+4.966667E+00
+1.0172000000E-03,+4.966667E+00
+1.0174000000E-03,+4.966667E+00
+1.0176000000E-03,+4.966667E+00
+1.0178000000E-03,+4.966667E+00
+1.0180000000E-03,+4.966667E+00
+1.0182000000E-03,+4.966667E+00
+1.0184000000E-03,+4.966667E+00
+1.0186000000E-03,+4.966667E+00
+1.0188000000E-03,+4.966667E+00
+1.0190000000E-03,+4.975000E+00
+1.0192000000E-03,+4.966667E+00
+1.0194000000E-03,+4.966667E+00
+1.0196000000E-03,+4.966667E+00
+1.0198000000E-03,+4.983334E+00
+1.0200000000E-03,+4.966667E+00
+1.0202000000E-03,+4.966667E+00
+1.0204000000E-03,+4.966667E+00
+1.0206000000E-03,+4.966667E+00
+1.0208000000E-03,+4.966667E+00
+1.0210000000E-03,+4.966667E+00
+1.0212000000E-03,+4.966667E+00
+1.0214000000E-03,+4.966667E+00
+1.0216000000E-03,+4.975000E+00
+1.0218000000E-03,+4.966667E+00
+1.0220000000E-03,+4.966667E+00
+1.0222000000E-03,+4.983334E+00
+1.0224000000E-03,+4.983334E+00
